LocalId,SectorId,DiocesanId,OtherId,TAAId,JurisdictionId,NationalId,PlatformId,PreviousLocalId,PreviousSectorId,PreviousDiocesanId,PreviousOtherId,PreviousTAAId,PreviousJurisdictionId,PreviousNationalId,PreviousPlatformId,FamilyName,GivenName,PreferredName,MiddleName,BirthDate,Sex,CountryOfBirth,EducationSupport,FFPOS,VisaCode,IndigenousStatus,LBOTE,StudentLOTE,YearLevel,TestLevel,FTE,ClassGroup,ASLSchoolId,SchoolLocalId,LocalCampusId,MainSchoolFlag,OtherSchoolId,ReportingSchoolId,HomeSchooledStudent,Sensitive,OfflineDelivery,Parent1SchoolEducation,Parent1NonSchoolEducation,Parent1Occupation,Parent1LOTE,Parent2SchoolEducation,Parent2NonSchoolEducation,Parent2Occupation,Parent2LOTE,AddressLine1,AddressLine2,Locality,Postcode,StateTerritory
kzjyl222,94360,90747,27494,60533,60505,80611,R100000146M,37939,44859,24216,84892,76628,81493,96864,R100000146M,Martinez,Miguel,Miguel,Rolando,2001-01-24,1,1101,N,1,101,3,Y,1201,9,9,0.43,9F,49360,22782,01,2,zvvvx510,49360,Y,N,Y,2,6,4,1201,1,8,3,2201,1136 N 3rd St,,FRANKLYN,5421,SA
mvuar605,67419,29645,65911,15740,83405,89704,R100000147G,23639,7222,50921,96732,30307,58362,64153,R100000147G,Harville,Elsa,Elsa,F,2001-01-16,2,1101,Y,1,101,1,N,1201,9,9,0.13,9F,49360,22782,01,1,upaxv125,49360,U,N,N,2,7,4,7101,2,8,3,1201,706 Amsterdam Ave.,,COBDOGLA,5346,SA
arqre448,50695,17518,3481,98965,60849,86378,R100000148H,96500,79959,43918,29173,42849,89944,78979,R100000148H,Allen,Fatimah,Fatimah,S,2001-10-04,2,1101,N,2,101,1,N,1201,9,9,0.34,9C,49360,22782,01,1,xseop941,49360,Y,U,N,1,8,2,1201,2,8,2,1201,2310 N. Lombard Street,,WILMINGTON,5485,SA
twmad565,66064,42842,83509,14465,53530,28857,R100000149P,84374,78471,47520,33688,96954,49548,35512,R100000149P,Copper,Al,Al,K,2001-02-17,1,1101,Y,1,101,3,N,1201,9,9,0.29,9C,49360,22782,01,1,tgvdj845,49360,U,N,N,2,6,1,7101,2,8,1,7101,30769 PineTree Rd.,,BANGHAM,5268,SA
omqcz954,63686,54198,14280,4035,13050,10293,R100000000K,11508,25421,48581,7442,31649,1799,28044,R100000000K,Garcia,Victor,Victor,,2007-08-07,1,1101,N,1,101,4,Y,2201,3,3,0.39,3C,49663,17389,01,2,fojeb666,49663,N,Y,U,2,8,1,1201,1,6,2,1201,23 Hammond St.,,CHAIN OF PONDS,5231,SA
xnrbq386,66592,50085,19802,51061,62822,2072,R100000001E,32372,5985,4415,18415,37087,4141,99578,R100000001E,Choice,Lillie,Lillie,M,2007-10-20,2,1101,N,2,101,2,Y,1201,3,3,0.11,3F,49663,17389,01,1,xrxpx039,49663,N,N,Y,3,5,3,1201,1,6,3,1201,778 N. Route 59,,BUTLER,5605,SA
sbtmu461,79707,86238,49221,15752,1471,70523,R100000002D,70418,43416,55199,34378,76886,20003,17726,R100000002D,Cain,Katie,Katie,F,2007-04-09,2,1101,N,2,101,2,Y,1201,3,3,0.19,3C,49663,17389,01,1,uikdt445,49663,Y,N,Y,4,6,2,1201,3,6,4,1201,2707 East Broadway Blvd,,HOUGHTON,5131,SA
zdhxr342,67159,91034,75018,65715,28749,442,R100000003S,27044,73717,73686,89289,78219,27353,79641,R100000003S,Torres,Colby,Colby,,2007-08-13,1,1101,N,1,101,4,N,7101,3,3,0.58,3E,49663,17389,01,2,lyxle677,49663,Y,U,Y,4,7,2,1201,4,8,2,7101,95 Orchard St,,CANOWIE BELT,5420,SA
svwuy040,26175,72257,68383,44718,38001,31918,R100000004R,2310,25171,62640,64554,13459,92,49251,R100000004R,Rogers,Beth,Beth,Librada,2007-12-02,2,1101,N,2,101,2,Y,1201,3,3,0.98,3E,49663,17389,01,1,gawth970,49663,Y,N,Y,1,7,1,1201,3,7,2,1201,473 Cedar Lane,,WHYALLA NORRIE,5608,SA
msrwh465,19782,67990,41324,61546,98423,15446,R100000005G,30831,91011,50499,91116,56695,71539,2855,R100000005G,Warren,Tom,Tom,R,2007-09-13,1,1101,N,2,101,2,N,1201,3,3,0.95,3A,49663,17389,01,1,seokh188,49663,U,Y,Y,4,5,1,1201,1,7,1,5203,5504 Connecticut Ave. N.W.,,UPPER STURT,5156,SA
micwg265,8311,74488,44444,58264,88977,22635,R100000006H,80712,80022,22839,77151,59406,73591,20436,R100000006H,Mccabe,Sheryl,Sheryl,Marie,2007-04-25,2,1101,N,2,101,3,Y,1201,3,3,0.91,3E,49663,17389,01,1,gwfgq872,49663,Y,N,Y,1,5,4,1201,2,5,1,1201,Albany St. (Rt. 27) Ferren Mall,Penn Plaza,CAMPOONA,5640,SA
xunzc566,15408,12498,38116,69643,22110,75362,R100000007P,49661,59257,54250,2816,54207,37836,59718,R100000007P,Mendoza,Kris,Kris,,2007-03-26,2,1101,Y,2,101,2,Y,1201,3,3,0.35,3F,49663,17389,01,2,rrtxt155,49663,N,X,N,2,7,2,1201,4,5,2,1201,30 South Fairview,,FORRESTON,5233,SA
geidz280,19957,74332,14045,43467,46946,94468,R100000008A,427,55768,5801,59954,30033,27446,24291,R100000008A,Harvey,Edwin,Edwin,L,2007-01-15,1,1101,N,2,101,4,N,1201,3,3,0.09,3C,49663,17389,01,2,mxeoz928,49663,Y,Y,Y,2,7,2,1201,1,6,1,1201,2651 Lyndale Ave S,,MACDONALD PARK,5121,SA
dipjr886,84132,83468,18441,28618,62489,53275,R100000009M,86189,88942,84205,41090,54367,53173,52737,R100000009M,Bean,Rick,Rick,Wallace,2007-12-12,1,1101,U,2,101,3,U,1201,3,3,0.41,3D,49663,17389,01,1,nxyyh295,49663,N,N,Y,3,7,2,1201,3,7,3,1201,4210 12th Street NW,,BLAKISTON,5250,SA
ojump901,76547,31304,1999,12171,82944,57668,R100000010G,95827,90710,37296,81123,695,62045,19569,R100000010G,Britt,Laurie,Laurie,Miriam,2007-08-03,2,1101,Y,2,101,4,Y,1201,3,3,0.02,3D,49663,17389,01,1,fbpgz875,49663,Y,Y,Y,3,7,3,2201,2,7,3,1201,524 W. University Drive,,COBDOGLA,5346,SA
cvjhj170,80570,18918,92252,7562,79769,95045,R100000011H,15194,14822,75168,32738,65873,14039,26683,R100000011H,Hutchison,Wendy,Wendy,G,2007-04-16,2,1101,Y,2,101,3,Y,9601,3,3,0.30,3B,49663,17389,01,2,waptq253,49663,N,Y,N,3,7,3,1201,3,7,2,9601,400 N. Broadway,,EAGLE ON THE HILL,5150,SA
nwhca924,72511,11402,61606,46677,80381,76317,R100000012P,93613,47589,15825,94601,50596,93761,55530,R100000012P,Freeman,Maegan,Maegan,M,2007-05-14,2,1101,Y,1,101,3,N,1201,3,3,0.65,3E,49663,17389,01,1,voeue285,49663,N,N,N,4,6,2,1201,1,7,3,1201,6935 N. Sheridan Rd.,,BLACKWOOD,5051,SA
nhvxg325,96835,6492,86427,74522,25429,2050,R100000013A,9886,91671,32438,27789,76063,57018,26516,R100000013A,Suiter,Charles,Charles,Dylan,2007-09-10,1,1101,N,2,101,3,Y,1201,3,3,0.94,3C,49663,17389,01,1,diubf587,49663,N,N,N,4,7,3,1201,3,6,4,1201,2433 St. Paul Street,,BRUKUNGA,5252,SA
jfweo478,1502,48205,38788,67344,91620,30265,R100000014M,67235,50867,66858,52717,67125,2516,26210,R100000014M,Williams,Darci,Darci,A,2007-01-20,2,1101,Y,2,101,3,N,1201,3,3,0.93,3C,49663,17389,01,1,jvdsf872,49663,N,Y,N,1,8,1,2201,4,8,3,1201,720 E. Lancaster Ave.,,CHRISTIE DOWNS,5164,SA
tbjrr869,12447,27378,47234,12932,29299,52580,R100000015E,80381,72284,93843,66075,31997,56039,77820,R100000015E,Delgado,Rory,Rory,,2007-06-21,1,1101,Y,2,101,2,Y,9601,3,3,0.20,3C,49663,17389,01,1,rhigp879,49663,Y,N,N,4,6,2,9601,2,8,4,1201,2138 Murray Ave,,KRINGIN,5304,SA
qbccm063,98544,65350,808,24253,89816,89244,R100000016D,97432,38873,32072,36304,30106,70356,85257,R100000016D,Bates,Jody,Jody,M,2007-04-07,2,1101,Y,1,101,2,N,1201,3,3,0.32,3A,49663,17389,01,1,dqgso980,49663,N,N,N,3,8,2,1201,3,5,1,1201,644 Emerson Street,,FARINA,5733,SA
glwhx507,44836,59645,13122,9751,60715,97162,R100000017S,646,9005,3433,67790,31472,83918,92952,R100000017S,Fitts,Lara,Lara,Mariam,2007-03-11,2,1101,Y,2,101,3,Y,1201,3,3,0.06,3A,49663,17389,01,1,uyawg270,49663,N,N,Y,2,8,2,1201,4,8,3,1201,285 Commerce Dr.,,CARCUMA,5301,SA
ztggw937,73818,13570,82821,40672,61382,22119,R100000018R,62022,2253,14609,80511,47919,85776,75188,R100000018R,Roy,Teodoro,Teodoro,Ernesto,2007-07-04,1,1101,N,1,101,4,N,1201,3,3,0.12,3F,49663,17389,01,2,xxwvc897,49663,N,N,N,4,6,1,1201,1,7,3,7101,6531 Seville Avenue,,ATHELSTONE,5076,SA
byipz951,67500,30327,64863,93251,15001,97718,R100000019K,23521,36680,77189,98263,29666,12727,29894,R100000019K,Keeton,Bryan,Bryan,,2007-10-24,1,1101,Y,2,101,2,Y,2201,3,3,0.87,3E,49663,17389,01,1,syjwk753,49663,Y,X,N,1,8,3,1201,2,6,1,1201,105 Oakbrook Center,,COBDOGLA,5346,SA
dhsxw183,71187,51508,8465,70109,7684,37218,R100000020E,68153,58755,55730,69604,93157,93470,27702,R100000020E,Keeton,Jamal,Jamal,Vernon,2007-11-25,1,1101,Y,1,101,4,Y,1201,3,3,0.86,3E,49663,17389,01,2,hokic942,49663,N,N,N,2,7,3,1201,1,5,4,1201,1535 Washington Avenue,,BRADY CREEK,5381,SA
epypy056,1930,22918,67040,79982,1541,44338,R100000021D,63364,91985,18084,41371,10715,17676,13576,R100000021D,Sumpter,Tanya,Tanya,D,2007-09-18,2,1101,Y,1,101,1,Y,1201,3,3,0.57,3D,49663,17389,01,2,cbdgi778,49663,N,Y,N,3,8,4,1201,4,5,4,1201,3794 30th St.,,CURRENCY CREEK,5214,SA
finwt681,26816,42090,12143,35467,87652,86404,R100000022S,75260,38018,50653,62944,84399,36361,98322,R100000022S,Cooper,Ethel,Ethel,C,2007-10-09,2,1101,N,1,101,2,N,1201,3,3,1.00,3B,49663,17389,01,2,etxsq828,49663,N,Y,Y,1,7,1,1201,1,8,3,1201,3055 W. Ashlan Ave.,,BARMERA,5345,SA
clear006,6920,86803,92932,97862,30242,70881,R100000023R,59850,4176,22859,83466,47058,83356,15354,R100000023R,Wing,Albert,Albert,,2007-09-03,1,1101,N,2,101,3,Y,9601,3,3,0.70,3D,49663,17389,01,2,qooye370,49663,N,N,N,4,6,1,7101,1,5,1,1201,1100 E. Sahara Ave,,PARALOWIE,5108,SA
scrns373,83534,7101,83211,1689,45396,43309,R100000024K,82753,58146,70096,47160,38052,23455,78611,R100000024K,Ball,Mildred,Mildred,Muriel,2007-11-01,2,1101,Y,1,101,4,Y,2201,3,3,0.62,3F,49663,17389,01,2,mjcuz125,49663,Y,N,Y,3,6,1,1201,1,5,4,2201,430 E. 9th Street,,COONAWARRA,5263,SA
kdejm607,20587,206,53509,32989,20434,48689,R100000025H,35731,96057,73966,81105,10056,98880,70654,R100000025H,Fann,Joellen,Joellen,,2007-01-10,2,1101,N,1,101,4,N,1201,3,3,0.15,3D,49663,17389,01,2,chxqx962,49663,X,Y,Y,1,7,1,5203,4,7,1,1201,9414 Florida Blvd,,MORN HILL,5371,SA
aeqxv604,89339,36789,15636,15409,6504,99352,R100000026P,64265,28894,62400,57771,93649,22735,53844,R100000026P,Patton,Christopher,Christopher,Ruben,2007-06-16,1,1101,Y,2,101,1,N,1201,3,3,0.82,3F,49663,17389,01,2,xujnm266,49663,N,N,N,4,8,2,1201,2,6,3,1201,343 E. Main Street,,BIRKENHEAD,5015,SA
rfots030,28127,1641,68132,85407,8119,65046,R100000027A,67666,95519,50419,13961,68775,81101,1026,R100000027A,Booker,Brigitte,Brigitte,Camelia,2007-07-21,2,1101,Y,2,101,2,Y,1201,3,3,0.83,3A,49663,17389,01,2,iuiup442,49663,U,Y,N,1,8,2,1201,4,5,1,1201,69 4th Street North,,GREENOCK,5360,SA
bfrtz216,73549,26004,85472,60001,27787,38972,R100000028M,78504,12762,463,38851,322,35108,35202,R100000028M,Lampkin,Marlo,Marlo,Fatimah,2007-04-03,2,1101,X,1,101,1,N,1201,3,3,0.60,3D,49663,17389,01,1,cbttd626,49663,N,Y,U,1,8,3,1201,4,7,2,9601,4800 El Camino Real,,COPLEY,5732,SA
agegt056,65765,96506,22610,17077,14145,17816,R100000029G,64550,40057,39255,91544,16319,46652,76948,R100000029G,Newby,Adrienne,Adrienne,M,2007-10-27,2,1101,N,2,101,3,N,7101,3,3,0.46,3E,49663,17389,01,1,kdcft662,49663,N,Y,Y,4,6,2,1201,4,7,4,2201,1460 E. Augustine Lane,,PANEY,5652,SA
tejdn231,15506,49492,40798,35188,55108,50665,R100000030H,73613,27270,63789,8684,8156,19158,39140,R100000030H,Greene,Aileen,Aileen,,2007-01-13,2,1101,N,2,101,1,N,1201,3,3,0.32,3E,49663,17389,01,1,kbynp701,49663,Y,N,N,1,6,4,1201,3,5,2,1201,125 1/2 E 17th St,,AGERY,5558,SA
tmigi057,46771,62528,55157,19078,11760,28001,R100000031P,79271,75277,44020,19919,70545,84166,87708,R100000031P,Black,Shannon,Shannon,C,2007-08-14,1,1101,U,2,101,1,N,1201,3,3,0.65,3C,49663,17389,01,2,mmayi188,49663,N,N,N,2,6,4,2201,2,7,1,1201,431 W. Franklin St.,,ATHOL PARK,5012,SA
gvkzm366,38967,95146,20264,30972,74993,48889,R100000032A,93837,70364,36325,58372,97654,87786,10953,R100000032A,Tardiff,Mildred,Mildred,B,2007-08-13,2,1101,N,2,101,2,X,1201,3,3,0.86,3E,49663,17389,01,1,tocbo356,49663,N,N,N,4,8,1,1201,1,5,4,1201,3311 N. Tyler Avenue,,VEITCH,5312,SA
ncivc840,55846,15218,55677,74652,92299,70806,R100000033M,32883,10045,69503,75121,10650,75730,42704,R100000033M,Cain,Lakisha,Lakisha,J,2007-04-24,2,1101,N,1,101,1,N,1201,3,3,0.87,3E,49663,17389,01,1,jnzxi361,49663,N,Y,Y,3,7,2,1201,1,6,1,1201,324 W. Sahara Ave.,,CAPE JERVIS,5204,SA
hrzoq083,32248,33095,16379,49280,90706,47169,R100000034G,49068,48055,51717,34396,67457,87062,57952,R100000034G,Ussery,Juliana,Juliana,,2007-01-03,2,1101,N,1,101,2,N,1201,3,3,0.89,3C,49663,17389,01,1,xayfq673,49663,Y,Y,N,1,7,1,7101,4,5,2,1201,510 W 13th Ave,,BEAUFORT,5550,SA
zvtpv221,45248,91615,98684,70312,75525,21541,R100000035D,97520,68614,53183,51540,31588,49519,51529,R100000035D,Kohler,Barbara,Barbara,T,2007-10-24,2,1101,Y,1,101,3,N,1201,3,3,0.25,3A,49663,17389,01,1,tsaze751,49663,X,N,Y,2,6,1,1201,3,5,4,1201,3033 NE Alberta Street,,ASHBOURNE,5157,SA
ojjlr419,4006,29102,52317,60491,20680,66444,R100000036S,62771,80987,72603,60992,25704,16276,5579,R100000036S,Mendoza,Virgil,Virgil,,2007-02-17,1,1101,N,1,101,1,Y,2201,3,3,0.38,3A,49663,17389,01,1,crkeh319,49663,N,N,N,2,5,1,1201,1,7,3,1201,845 Colorado Blvd,,INGLE FARM,5098,SA
ybvmz942,55150,33496,86359,20116,71124,72199,R100000037R,54745,27649,50145,2478,69159,38785,71635,R100000037R,Johnson,Willis,Willis,L,2007-09-24,1,1101,N,2,101,3,N,1201,3,3,0.06,3C,49663,17389,01,1,wihrp117,49663,N,Y,N,4,7,4,1201,2,6,4,2201,648 Easton Rd.,,ANAMA,5464,SA
hniwd241,67517,46866,69457,81517,31173,15092,R100000038K,97891,30274,59844,87029,67119,79175,38674,R100000038K,Robertson,Yvonne,Yvonne,,2005-03-26,2,1101,N,2,101,2,N,1201,5,5,0.38,5B,49663,17389,01,1,wcyoh550,49663,Y,Y,N,1,7,1,1201,3,8,1,1201,5604 Kendall Court,,DARLINGTON,5047,SA
gzqpk636,64242,83368,52692,35029,21666,72571,R100000039E,56054,45222,59806,28283,48254,17358,85565,R100000039E,Peace,James,James,,2005-04-15,1,1101,Y,2,101,1,N,1201,5,5,0.95,5F,49663,17389,01,1,jwjgp393,49663,Y,Y,U,4,7,4,1201,4,7,2,1201,160 N Main St,in the Chapter One bookstore,CHARLESTON,5244,SA
qggpn394,21591,44880,19797,40776,46019,4080,R100000040D,71362,77000,993,35761,7068,43420,19395,R100000040D,Edgar,Antony,Antony,J,2005-11-08,1,1101,U,2,101,3,X,1201,5,5,0.60,5F,49663,17389,01,1,tpzvh944,49663,Y,Y,Y,3,6,1,1201,4,7,1,1201,750 Asp Ave.,,FORRESTON,5233,SA
bross202,66872,9266,81953,33524,84841,22244,R100000041S,17448,46199,83954,92647,92560,13698,50543,R100000041S,Hill,Josefina,Josefina,,2005-10-04,2,1101,U,1,101,3,Y,1201,5,5,0.35,5B,49663,17389,01,1,afqzg603,49663,X,N,U,1,8,1,1201,2,7,3,5203,929 South State St.,,KAPINNIE,5632,SA
ekrys534,91038,35089,51921,48881,37448,2164,R100000042R,82744,20061,16588,74124,5088,25142,53184,R100000042R,Pulliam,Troy,Troy,A,2005-07-23,1,1101,Y,2,101,2,Y,1201,5,5,0.56,5B,49663,17389,01,1,kjyhy251,49663,Y,Y,N,1,5,1,1201,3,5,2,1201,2460 Western Ave.,,PARALOWIE,5108,SA
gnync086,5802,70387,92101,62289,86707,11208,R100000043K,98532,55620,71316,75201,11338,38863,46001,R100000043K,Guardado,Gale,Gale,B,2005-03-06,2,1101,Y,2,101,2,N,1201,5,5,0.25,5B,49663,17389,01,2,qfctf025,49663,Y,N,Y,1,6,3,1201,2,7,4,7101,2089 Atwood Avenue,,BALAKLAVA,5461,SA
zcpya908,2222,2535,92798,38691,91464,59962,R100000044E,17824,61150,57757,69711,16208,2620,54118,R100000044E,Daniels,Tanya,Tanya,R,2005-08-23,2,1101,Y,1,101,2,Y,1201,5,5,0.69,5D,49663,17389,01,1,lipar229,49663,N,Y,X,4,7,2,1201,4,5,4,1201,36 Witherspoon St.,,COWELL,5602,SA
eqgpm707,93274,90202,469,86548,29243,97864,R100000045P,2087,10640,97947,64145,78727,22434,71335,R100000045P,Myers,Latoya,Latoya,J,2005-02-17,2,1101,N,1,101,1,Y,1201,5,5,0.75,5C,49663,17389,01,2,ehaxe983,49663,N,N,Y,4,8,1,1201,1,5,1,9601,1210 Bethlehem Pike,,BANKSIA PARK,5091,SA
pqrfk849,29020,4635,15984,66268,33891,63046,R100000046A,46966,49019,10496,72916,56857,21564,96349,R100000046A,Johnson,Roosevelt,Roosevelt,Dave,2005-10-20,1,1101,U,1,101,2,N,1201,5,5,0.64,5C,49663,17389,01,1,gijzo387,49663,Y,Y,N,2,6,3,1201,4,8,2,1201,44 Main St.,,BETHANY,5352,SA
vxbkw085,62764,67438,73000,48539,52958,85331,R100000047M,45597,89155,33887,79835,91789,48288,19871,R100000047M,Chandler,Dollie,Dollie,R,2005-04-11,2,1101,Y,2,101,3,Y,7101,5,5,0.77,5A,49663,17389,01,1,rfkzt386,49663,N,N,Y,1,6,1,2201,1,6,3,5203,56 E. Cross Street,,INGLEWOOD,5133,SA
xwttb772,51375,31200,84488,8258,13969,7625,R100000048G,12471,81463,80461,39099,7473,43585,71918,R100000048G,Chambers,Erma,Erma,L,2005-11-02,2,1101,Y,1,101,4,Y,1201,5,5,0.20,5A,49663,17389,01,1,ephku182,49663,Y,N,Y,2,5,2,1201,1,8,4,1201,3031 Adeline St.,,ASHTON,5137,SA
mjrur583,45110,92011,10349,95247,28880,12023,R100000049H,92997,69102,74835,81612,62024,668,86878,R100000049H,Stokely,Nikki,Nikki,M,2005-01-06,2,1101,N,1,101,1,Y,1201,5,5,0.41,5C,49663,17389,01,2,ytmqp091,49663,N,Y,Y,4,8,4,1201,2,5,2,1201,41 Elm St,,CROMER,5235,SA
owlrs321,46464,46714,51173,46822,33764,36413,R100000050P,78648,98325,77155,20675,40041,95155,79368,R100000050P,Floyd,Clifton,Clifton,F,2005-07-28,1,1101,N,2,101,3,Y,1201,5,5,0.55,5A,49663,17389,01,2,mmroi160,49663,N,U,N,4,7,1,1201,4,8,2,2201,329 East State St.,,BANGHAM,5268,SA
tzzfs759,87903,15702,79935,81752,66117,72640,R100000051A,75237,81105,60219,15743,33703,76403,94421,R100000051A,Hayes,Toshiko,Toshiko,Sylvia,2005-04-25,2,1101,N,1,101,3,Y,2201,5,5,0.30,5A,49663,17389,01,2,zeehb552,49663,N,Y,N,2,8,2,9601,3,6,2,1201,154 Union Street,,MOOROOK,5332,SA
ziqts234,9133,80771,47045,3506,37638,22015,R100000052M,71391,43212,36824,79459,29999,86714,90610,R100000052M,Fleming,Clarence,Clarence,Willis,2005-03-02,1,1101,N,2,101,1,N,7101,5,5,0.41,5E,49663,17389,01,2,inezb187,49663,U,Y,X,3,5,2,1201,2,5,4,2201,645 E 400 South,,HIGHBURY,5089,SA
kiaxi647,32569,49352,97485,26689,91100,49216,R100000053G,96144,49070,62098,24962,8104,5744,48724,R100000053G,Newby,Kathryn,Kathryn,S,2005-01-19,2,1101,U,2,101,4,Y,1201,5,5,0.89,5B,49663,17389,01,2,dubwd563,49663,Y,N,Y,2,7,2,9601,3,5,1,9601,1150 Chapel St.,,KENT TOWN,5071,SA
owick879,31508,14604,77073,73090,20784,98040,R100000054H,17132,42641,33095,65323,89365,46525,88987,R100000054H,Lloyd,Phil,Phil,,2005-03-18,1,1101,Y,1,101,1,Y,1201,5,5,0.74,5E,49663,17389,01,2,xcjxq192,49663,Y,Y,X,3,5,1,1201,3,5,3,2201,14300 Burnhaven Drive,,OLYMPIC DAM,5725,SA
xhqij626,98129,10086,76050,74129,24923,24447,R100000055S,98654,52647,57953,72677,901,80452,25832,R100000055S,Dejohn,Lula,Lula,,2005-11-04,2,1101,Y,2,101,3,Y,1201,5,5,0.62,5F,49663,17389,01,1,fkzcy226,49663,Y,N,N,2,8,2,1201,1,5,1,1201,604 Forest Ave.,,ROSEDALE,5350,SA
twaes344,33499,4669,59014,79785,69790,95639,R100000056R,62390,10010,96015,90689,36808,85016,21427,R100000056R,Remington,Arthur,Arthur,N,2005-03-27,1,1101,N,1,101,1,Y,1201,5,5,0.75,5E,49663,17389,01,2,bdyte674,49663,Y,Y,Y,2,5,3,1201,1,7,4,1201,141 Main Street,,BLAKISTON,5250,SA
zsmbb730,16657,48063,61722,94025,730,84337,R100000057K,20390,96233,23289,5829,9346,41262,40708,R100000057K,Price,Garret,Garret,R,2005-11-03,1,1101,Y,2,101,4,N,1201,5,5,0.09,5E,49663,17389,01,1,gydla339,49663,Y,N,N,1,5,3,7101,3,7,2,2201,1134 Pacific Ave,,LAMEROO,5302,SA
tjnss978,44666,48288,65619,41031,50699,31636,R100000058E,12223,94818,55289,47003,38922,95301,74217,R100000058E,Dansby,Errol,Errol,Tony,2005-10-07,1,1101,X,1,101,1,N,1201,5,5,0.26,5E,49663,17389,01,2,hlcle951,49663,Y,Y,Y,2,6,2,1201,2,6,1,1201,351 George St.,,AVOCA DELL,5253,SA
vnmmy793,11671,67063,75498,10848,32930,41142,R100000059D,56369,53217,51072,24376,2298,81139,57225,R100000059D,Ellerman,Annie,Annie,,2005-02-21,2,1101,N,2,101,3,N,1201,5,5,0.64,5C,49663,17389,01,2,rjtpl490,49663,Y,N,N,2,7,1,1201,3,6,1,7101,Comptche Ukiah Road and Highway 1,,ARMAGH,5453,SA
bmsdu565,23520,25274,3526,82989,97063,78363,R100000060S,3195,71168,65014,8035,87089,80411,57304,R100000060S,Horton,Grant,Grant,Cary,2005-08-14,1,1101,N,2,101,3,N,1201,5,5,0.97,5E,49663,17389,01,2,sfdiz645,49663,Y,N,N,4,7,4,1201,3,6,3,1201,4749 N. Albany St.,,COOTRA,5650,SA
ciojz457,52940,50403,81364,98783,41466,25505,R100000061R,19913,90889,44302,18019,31381,69495,22344,R100000061R,Conner,Nora,Nora,C,2005-10-16,2,1101,Y,1,101,2,Y,2201,5,5,0.80,5F,49663,17389,01,1,sddni152,49663,Y,N,N,3,5,3,1201,1,5,1,1201,20530 N. Rand Rd.,,VEITCH,5312,SA
gvqgm690,27892,47435,46925,30982,60813,61995,R100000062K,76406,26861,1860,85839,33864,66551,88968,R100000062K,Taylor,Allen,Allen,R,2005-07-13,1,1101,Y,2,101,1,N,1201,5,5,0.66,5A,49663,17389,01,1,odepf176,49663,Y,Y,Y,2,8,4,1201,2,5,3,1201,1701 Colley Ave.,,SELLICKS BEACH,5174,SA
fifup783,63877,91841,50696,56401,75613,73293,R100000063E,65118,5844,51329,14673,40277,25095,91848,R100000063E,Starr,Randy,Randy,Seth,2005-07-24,1,1101,N,1,101,4,Y,1201,5,5,0.59,5C,49663,17389,01,2,ioyzw328,49663,N,Y,N,4,6,4,1201,2,7,4,9601,4897 Buford Hwy NE,#109,BAKARA,5354,SA
fzvbo565,81037,40196,69731,23594,33575,68103,R100000064D,13991,33349,51953,62778,52834,2083,20021,R100000064D,Varela,Quyen,Quyen,,2005-04-03,2,1101,Y,2,101,2,X,1201,5,5,0.83,5F,49663,17389,01,2,atuve070,49663,N,X,Y,4,8,3,1201,3,6,4,1201,1525 N La Brea Ave,,BRAHMA LODGE,5109,SA
joqvk601,53351,55017,37521,39162,30442,65605,R100000065A,33035,32105,50988,95071,57429,46165,5219,R100000065A,Foster,Ed,Ed,Johnny,2005-11-20,1,1101,N,1,101,4,N,1201,5,5,0.24,5E,49663,17389,01,2,owbbf348,49663,N,Y,Y,3,8,4,1201,1,5,1,1201,289 Washington St.,,LEASINGHAM,5452,SA
rjjol316,79888,43726,16023,38054,61386,27934,R100000066M,55366,20301,74452,89128,40713,21274,17238,R100000066M,Parker,Christa,Christa,M,2005-04-26,2,1101,N,2,101,4,N,1201,5,5,0.91,5F,49663,17389,01,2,acnmx269,49663,N,X,N,3,7,3,1201,1,7,2,1201,1501 University Avenue SE,,HACKHAM,5163,SA
cizoe400,78696,85952,39653,67674,73675,65286,R100000067G,16145,76343,18780,19490,85135,95895,19505,R100000067G,Lanier,Theodore,Theodore,,2005-04-05,1,1101,N,1,101,3,N,1201,5,5,0.34,5C,49663,17389,01,1,jbrgb985,49663,N,U,N,4,5,4,1201,3,7,4,1201,1647 Arapahoe Ave,,FARINA,5733,SA
qshhc889,98246,54239,33222,23790,32011,22438,R100000068H,63310,11845,93219,9046,53728,44575,4553,R100000068H,Horton,Kenny,Kenny,,2005-04-13,1,1101,N,2,101,1,N,1201,5,5,0.02,5C,49663,17389,01,2,gmwwe839,49663,N,Y,X,1,8,2,1201,3,8,2,1201,1025 SW Wanamaker Road,,APAMURRA,5237,SA
ijrsr523,43384,23788,86622,58880,65837,18797,R100000069P,77421,24471,43709,35552,86452,95636,17149,R100000069P,Potter,Phillip,Phillip,Fritz,2005-07-22,1,1101,N,2,101,1,N,1201,5,5,0.37,5B,49663,17389,01,1,gjodq064,49663,Y,Y,Y,3,8,3,1201,3,5,1,1201,950 Massachusetts Avenue,,VEITCH,5312,SA
qtyhd773,1098,50325,83278,52389,45955,11067,R100000070A,86082,13107,10851,13394,38667,54245,21555,R100000070A,Alcaraz,Leonor,Leonor,Virgina,2005-09-28,2,1101,N,2,101,2,N,5203,5,5,0.29,5F,49663,17389,01,1,luepc152,49663,Y,Y,N,1,8,4,1201,1,5,3,5203,89 Main St.,,EDINBURGH,5111,SA
